term_name,definition,definition_source,definition_source_text,definition_source_link,related_terms,canonical_uri,widoco_link,source_version,source_timestamp,query_checksum
Endangered,A Wildlife Species facing imminent extirpation or extinction.,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,,COSEWIC status category (subClassOf) [https://w3id.org/dfoc/salmon#COSEWICStatusCategory],https://w3id.org/dfoc/salmon#Endangered,https://w3id.org/dfoc/salmon/widoco/index.html#Endangered,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Extinct,A Wildlife Species that no longer exists.,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,,COSEWIC status category (subClassOf) [https://w3id.org/dfoc/salmon#COSEWICStatusCategory],https://w3id.org/dfoc/salmon#Extinct,https://w3id.org/dfoc/salmon/widoco/index.html#Extinct,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Extirpated,"A Wildlife Species that no longer exists in the wild in Canada, but exists elsewhere.",COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,,COSEWIC status category (subClassOf) [https://w3id.org/dfoc/salmon#COSEWICStatusCategory],https://w3id.org/dfoc/salmon#Extirpated,https://w3id.org/dfoc/salmon/widoco/index.html#Extirpated,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Green zone,"Social and economic considerations will tend to be the primary drivers for the management of Conservation Units in the Green zone, though ecosystem or other non-consumptive use values could also be considered.",Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,,,https://w3id.org/dfoc/salmon#GreenZone,https://w3id.org/dfoc/salmon/widoco/index.html#GreenZone,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Harvest advice,"The scientific recommendation provided to fisheries managers on allowable levels of fish removals, derived from stock assessments, harvest control rules, and reference points. It reflects both the biological status of the stock and practical considerations such as ecosystem impacts, management measures, and market conditions. Harvest advice does not prescribe that the full allowable harvest must be taken, but rather defines the levels of harvest that are consistent with sustaining stock productivity and avoiding limit reference points.","Forrest, R. E., Holt, K. R., & Kronlund, A. R. (2018). Performance of alternative harvest control rules for two Pacific groundfish stocks with uncertain natural mortality: Bias, robustness and trade-offs. Fisheries Research, 206, p. 259-286.","Forrest, R. E., Holt, K. R., & Kronlund, A. R. (2018). Performance of alternative harvest control rules for two Pacific groundfish stocks with uncertain natural mortality: Bias, robustness and trade-offs. Fisheries Research, 206, p. 259-286.",,directive information entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000033],https://w3id.org/dfoc/salmon#HarvestAdvice,https://w3id.org/dfoc/salmon/widoco/index.html#HarvestAdvice,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Healthy zone,"In the healthy zone, the fish stock status is good, and fisheries management decisions and harvest strategies are designed to maintain fish stocks within this zone. The stock is considered to be “healthy” if the biomass, or its index, is higher than 80% of BMSY. In other words:  Biomass ≥ 80% BMSY.",Fisheries and Oceans Canada. (2009). A fishery decision-making framework incorporating the precautionary approach. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/precaution-eng.htm. [Accessed 09-10-2025].,Fisheries and Oceans Canada. (2009). A fishery decision-making framework incorporating the precautionary approach. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/precaution-eng.htm. [Accessed 09-10-2025].,,Stock status zone (subClassOf) [https://w3id.org/dfoc/salmon#StockStatusZone],https://w3id.org/dfoc/salmon#HealthyZone,https://w3id.org/dfoc/salmon/widoco/index.html#HealthyZone,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
High confidence,Rapid status confidence category indicating that high-quality abundance metrics support the result.,,,,,https://w3id.org/dfoc/salmon#RapidStatusConfidenceHigh,https://w3id.org/dfoc/salmon/widoco/index.html#RapidStatusConfidenceHigh,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Long-term trend,Wild Salmon Policy metric comparing current generational average to long-term average spawner abundance.,,,,,https://w3id.org/dfoc/salmon#longTermTrendMetric,https://w3id.org/dfoc/salmon/widoco/index.html#longTermTrendMetric,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Low confidence,"Rapid status confidence category indicating limited supporting data (for example, derived from trend metrics alone).",,,,,https://w3id.org/dfoc/salmon#RapidStatusConfidenceLow,https://w3id.org/dfoc/salmon/widoco/index.html#RapidStatusConfidenceLow,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Medium confidence,Rapid status confidence category indicating mixed evidence or reliance on trend metrics supplemented by some abundance information.,,,,,https://w3id.org/dfoc/salmon#RapidStatusConfidenceMedium,https://w3id.org/dfoc/salmon/widoco/index.html#RapidStatusConfidenceMedium,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Mixed-stock justification requirement,Requirement to justify the absence of genetic stock identification or explain apportionment methods for mixed-stock fisheries.,,,,Requirement (subClassOf) [https://w3id.org/dfoc/salmon#Requirement],https://w3id.org/dfoc/salmon#MixedStockJustificationRequirement,https://w3id.org/dfoc/salmon/widoco/index.html#MixedStockJustificationRequirement,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Not At Risk,A Wildlife Species that has been evaluated and found to be not at risk of extinction given the current circumstances.,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,,COSEWIC status category (subClassOf) [https://w3id.org/dfoc/salmon#COSEWICStatusCategory],https://w3id.org/dfoc/salmon#NotAtRisk,https://w3id.org/dfoc/salmon/widoco/index.html#NotAtRisk,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Percent change,Wild Salmon Policy metric quantifying linear change in spawner abundance over the most recent three generations.,,,,,https://w3id.org/dfoc/salmon#percentChangeMetric,https://w3id.org/dfoc/salmon/widoco/index.html#percentChangeMetric,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Precautionary Approach,"When used in an advisory context in support of decision-making by the Government of Canada, this term conveys the sense that the advice is provided in situations of high scientific uncertainty. It is intended to promote actions that would result in a low probability of harm that is serious or difficult to reverse.",Fisheries and Oceans Canada. (2005). Canada's Policy for Conservation of Wild Pacific Salmon. Retrieved from https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/315577.pdf.,Fisheries and Oceans Canada. (2005). Canada's Policy for Conservation of Wild Pacific Salmon. Retrieved from https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/315577.pdf.,,directive information entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000033],https://w3id.org/dfoc/salmon#PrecautionaryApproach,https://w3id.org/dfoc/salmon/widoco/index.html#PrecautionaryApproach,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Rebuilding plan,"Rebuilding plans are standalone documents specifically intended to address statutory requirements under the 2019 amendments to the Fisheries Act for the prescribed major fish stock subject to the Fish Stocks provisions (FSP). The obligation to develop and implement a rebuilding plan is triggered when a stock declines to, or below, its LRP. A rebuilding plan for a prescribed major fish stock must be developed within 24 months of the day on which the Minister first has knowledge the stock has declined to or below its LRP. If a stock is at or below its LRP when it is prescribed under the FSP, the 24-month timeline to develop a rebuilding plan for the stock starts the day the stock is prescribed in regulation. The approved plan must be published on DFO’s website. The plan should be published within 120 days from the date of the plan’s approval by the Minister.",Fisheries and Oceans Canada. (2022). Guidelines for writing rebuilding plans per the Fish Stocks Provisions and A Fishery Decision-making Framework Incorporating the Precautionary Approach. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/precautionary-precaution-eng.htm. [Accessed 09-10-2025].,Fisheries and Oceans Canada. (2022). Guidelines for writing rebuilding plans per the Fish Stocks Provisions and A Fishery Decision-making Framework Incorporating the Precautionary Approach. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/precautionary-precaution-eng.htm. [Accessed 09-10-2025].,,directive information entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000033],https://w3id.org/dfoc/salmon#RebuildingPlan,https://w3id.org/dfoc/salmon/widoco/index.html#RebuildingPlan,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Rebuilding plan requirement,Requirement to summarize rebuilding obligations and reference the relevant plan when a CU is at or below its limit reference point.,,,,Requirement (subClassOf) [https://w3id.org/dfoc/salmon#Requirement],https://w3id.org/dfoc/salmon#RebuildingPlanRequirement,https://w3id.org/dfoc/salmon/widoco/index.html#RebuildingPlanRequirement,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Red zone,"A Conservation Unit in the Red zone is undesirable because of the risk of extirpation, and the loss of ecological benefits and salmon production. Changes in status will trigger management actions that will vary depending on species, geographic regions, and cause of the decline.",Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,,,https://w3id.org/dfoc/salmon#RedZone,https://w3id.org/dfoc/salmon/widoco/index.html#RedZone,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Relative abundance,Wild Salmon Policy metric comparing generational average spawner abundance to CU-specific benchmarks (for example Sgen or 80% SMSY).,,,,,https://w3id.org/dfoc/salmon#relativeAbundanceMetric,https://w3id.org/dfoc/salmon/widoco/index.html#relativeAbundanceMetric,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Reporting or management stratum,"An information-defined grouping of fish populations used for reporting, conservation assessment, or management purposes. Examples include Conservation Units (CUs), Stock Management Units (MUs), and Designatable Units (DUs).",,,,information content entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000030],https://w3id.org/dfoc/salmon#ReportingOrManagementStratum,https://w3id.org/dfoc/salmon/widoco/index.html#ReportingOrManagementStratum,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Reporting Unit,Genetic reporting unit (repunit) used in GSI outputs.,,,,Reporting or management stratum (subClassOf) [https://w3id.org/dfoc/salmon#ReportingOrManagementStratum],https://w3id.org/dfoc/salmon#ReportingUnit,https://w3id.org/dfoc/salmon/widoco/index.html#ReportingUnit,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Requirement,"A high-level obligation or check that applies when associated triggers hold (for example, summarizing rebuilding actions when a CU is below its limit reference point).",,,,,https://w3id.org/dfoc/salmon#Requirement,https://w3id.org/dfoc/salmon/widoco/index.html#Requirement,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Special Concern,A Wildlife Species that may become threatened or endangered because of a combination of biological characteristics and identified threats.,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,,COSEWIC status category (subClassOf) [https://w3id.org/dfoc/salmon#COSEWICStatusCategory],https://w3id.org/dfoc/salmon#SpecialConcern,https://w3id.org/dfoc/salmon/widoco/index.html#SpecialConcern,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Stock Management Unit,A collection of stocks that are managed together with a joint stock status.,Fisheries and Oceans Canada. (2024). Introduction to Stock Assessment - Glossary. https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/glossary-glossaire/index-eng.html. [Accessed 09-10-2025].,Fisheries and Oceans Canada. (2024). Introduction to Stock Assessment - Glossary. https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/glossary-glossaire/index-eng.html. [Accessed 09-10-2025].,,Reporting or management stratum (subClassOf) [https://w3id.org/dfoc/salmon#ReportingOrManagementStratum],https://w3id.org/dfoc/salmon#StockManagementUnit,https://w3id.org/dfoc/salmon/widoco/index.html#StockManagementUnit,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Threatened,A Wildlife Species that is likely to become an endangered if nothing is done to reverse the factors leading to its extirpation or extinction.,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,COSEWIC. (2021). COSEWIC - Status categories. Available at https://cosewic.ca/index.php/en/assessment-process/cosewic-assessment-process-categories-and-guidelines/status-categories.html. [Accessed 09-10-2025].,,COSEWIC status category (subClassOf) [https://w3id.org/dfoc/salmon#COSEWICStatusCategory],https://w3id.org/dfoc/salmon#Threatened,https://w3id.org/dfoc/salmon/widoco/index.html#Threatened,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Uncertain status,"For stocks that have an uncertain status, the uncertainty is factored into harvest level decisions. Greater uncertainty leads to more precautionary harvest levels.",Fisheries and Oceans Canada. (2009). A fishery decision-making framework incorporating the precautionary approach. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/precaution-eng.htm. [Accessed 09-10-2025].,Fisheries and Oceans Canada. (2009). A fishery decision-making framework incorporating the precautionary approach. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/precaution-eng.htm. [Accessed 09-10-2025].,,Stock status zone (subClassOf) [https://w3id.org/dfoc/salmon#StockStatusZone],https://w3id.org/dfoc/salmon#UncertainStatus,https://w3id.org/dfoc/salmon/widoco/index.html#UncertainStatus,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Uncertainty disclosure requirement,Requirement to record and communicate uncertainty considerations or data gaps associated with an assessment.,,,,Requirement (subClassOf) [https://w3id.org/dfoc/salmon#Requirement],https://w3id.org/dfoc/salmon#UncertaintyDisclosureRequirement,https://w3id.org/dfoc/salmon/widoco/index.html#UncertaintyDisclosureRequirement,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
Wild Salmon Policy,"Canada's Policy for Conservation of Wild Pacific Salmon is a framework designed to restore and maintain healthy and diverse salmon populations and their habitats for the benefit of Canadians in perpetuity. It prioritizes conservation of wild salmon through identifying and managing conservation units (CUs) that reflect the genetic and geographic diversity of salmon populations, while incorporating habitat protection, ecosystem management, and sustainable fisheries practices.",Fisheries and Oceans Canada. (2005). Canada's Policy for Conservation of Wild Pacific Salmon. Retrieved from https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/315577.pdf.,Fisheries and Oceans Canada. (2005). Canada's Policy for Conservation of Wild Pacific Salmon. Retrieved from https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/315577.pdf.,,directive information entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000033],https://w3id.org/dfoc/salmon#WildSalmonPolicy,https://w3id.org/dfoc/salmon/widoco/index.html#WildSalmonPolicy,5865432c5b56e85c1c18aa8f818882954710c03b,2025-11-25T20:10:14.898446+00:00,56806b04733e49b9a54fe726db297d4ca8a5bb191c226250e70da8e5bd3b0ba6
